"","test","mean"
"1","List-Order",0.155000000000291
"2","List-TopXSort",0.16900000000096
"3","R5-Order",1.18300000000017
"4","R5-TopXSort",1.28100000000049
"5","S3-Order",0.263000000000466
"6","S3-TopXSort",0.291999999999825
"7","S4-Order",0.144999999998981
"8","S4-TopXSort",0.163999999999214
