"","test","replications","elapsed","relative","user.self","sys.self","user.child","sys.child","round"
"42","List-TopXSort",1000,0.160000000003492,1.143,0.160000000000004,0,NA,NA,6
"43","R5-Order",1000,1.19000000000233,8.5,1.17,0.0200000000000005,NA,NA,6
"44","R5-TopXSort",1000,1.25,8.929,1.25,0,NA,NA,6
"45","S3-Order",1000,0.370000000002619,2.643,0.380000000000003,0,NA,NA,6
"46","S3-TopXSort",1000,0.279999999998836,2,0.280000000000001,0,NA,NA,6
"47","S4-Order",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,6
"48","S4-TopXSort",1000,0.160000000003492,1.143,0.149999999999999,0,NA,NA,6
"49","List-Order",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,7
"50","List-TopXSort",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,7
"51","R5-Order",1000,1.20000000000437,8.571,1.2,0,NA,NA,7
"52","R5-TopXSort",1000,1.2699999999968,9.071,1.25,0,NA,NA,7
"53","S3-Order",1000,0.269999999996799,1.929,0.270000000000003,0,NA,NA,7
"54","S3-TopXSort",1000,0.269999999996799,1.929,0.259999999999998,0,NA,NA,7
"55","S4-Order",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,7
"56","S4-TopXSort",1000,0.160000000003492,1.143,0.149999999999999,0,NA,NA,7
"57","List-Order",1000,0.159999999996217,1.143,0.159999999999997,0,NA,NA,8
"58","List-TopXSort",1000,0.150000000001455,1.071,0.149999999999999,0,NA,NA,8
"59","R5-Order",1000,1.16999999999825,8.357,1.18,0,NA,NA,8
"60","R5-TopXSort",1000,1.29000000000087,9.214,1.29,0,NA,NA,8
"61","S3-Order",1000,0.25,1.786,0.25,0,NA,NA,8
"62","S3-TopXSort",1000,0.280000000006112,2,0.280000000000001,0,NA,NA,8
"63","S4-Order",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,8
"64","S4-TopXSort",1000,0.159999999996217,1.143,0.160000000000004,0,NA,NA,8
"65","List-Order",1000,0.160000000003492,1.143,0.160000000000004,0,NA,NA,9
"66","List-TopXSort",1000,0.139999999999418,1,0.139999999999993,0,NA,NA,9
"67","R5-Order",1000,1.16000000000349,8.286,1.15,0,NA,NA,9
"68","R5-TopXSort",1000,1.20999999999913,8.643,1.22,0,NA,NA,9
"69","S3-Order",1000,0.25,1.786,0.25,0,NA,NA,9
"70","S3-TopXSort",1000,0.260000000002037,1.857,0.259999999999998,0,NA,NA,9
"71","S4-Order",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,9
"72","S4-TopXSort",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,9
"73","List-Order",1000,0.139999999999418,1,0.140000000000001,0,NA,NA,10
"74","List-TopXSort",1000,0.160000000003492,1.143,0.149999999999999,0,NA,NA,10
"75","R5-Order",1000,1.13999999999942,8.143,1.13999999999999,0,NA,NA,10
"76","R5-TopXSort",1000,1.2300000000032,8.786,1.22000000000001,0.0199999999999996,NA,NA,10
"77","S3-Order",1000,0.229999999995925,1.643,0.240000000000002,0,NA,NA,10
"78","S3-TopXSort",1000,0.279999999998836,2,0.280000000000001,0,NA,NA,10
"79","S4-Order",1000,0.159999999996217,1.143,0.160000000000004,0,NA,NA,10
"80","S4-TopXSort",1000,0.180000000000291,1.286,0.170000000000002,0,NA,NA,10
