"","test","replications","elapsed","relative","user.self","sys.self","user.child","sys.child","round"
"272","S4-Rcpp-TopXSort",1000,0.0200000000040745,1,0.00999999999999091,0,NA,NA,68
"273","List-Rcpp-TopXSort",1000,0.0200000000040745,1,0.0200000000000102,0,NA,NA,69
"274","R6-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,69
"275","S3-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,69
"276","S4-Rcpp-TopXSort",1000,0.0200000000040745,1,0.0200000000000102,0,NA,NA,69
"277","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,70
"278","R6-Rcpp-TopXSort",1000,0.0299999999988358,3,0.039999999999992,0,NA,NA,70
"279","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,70
"280","S4-Rcpp-TopXSort",1000,0.00999999999476131,1,0.0199999999999818,0,NA,NA,70
"281","List-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,71
"282","R6-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,71
"283","S3-Rcpp-TopXSort",1000,0.0199999999895226,1,0.0100000000000193,0,NA,NA,71
"284","S4-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,71
"285","List-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.039999999999992,0,NA,NA,72
"286","R6-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,72
"287","S3-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.039999999999992,0,NA,NA,72
"288","S4-Rcpp-TopXSort",1000,0.0200000000040745,1,0.0199999999999818,0,NA,NA,72
"289","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,73
"290","R6-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,73
"291","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,73
"292","S4-Rcpp-TopXSort",1000,0.00999999999476131,1,0.0200000000000102,0,NA,NA,73
"293","List-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,74
"294","R6-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,74
"295","S3-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,74
"296","S4-Rcpp-TopXSort",1000,0.0199999999895226,1,0.00999999999999091,0,NA,NA,74
"297","List-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.039999999999992,0,NA,NA,75
"298","R6-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0499999999999829,0,NA,NA,75
"299","S3-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.039999999999992,0,NA,NA,75
"300","S4-Rcpp-TopXSort",1000,0.0200000000040745,1,0.0200000000000102,0,NA,NA,75
"301","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,76
"302","R6-Rcpp-TopXSort",1000,0.0300000000133878,3,0.0300000000000011,0,NA,NA,76
"303","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,76
"304","S4-Rcpp-TopXSort",1000,0.0100000000093132,1,0.0199999999999818,0,NA,NA,76
"305","List-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,77
"306","R6-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,77
"307","S3-Rcpp-TopXSort",1000,0.0199999999895226,1,0.0100000000000193,0,NA,NA,77
"308","S4-Rcpp-TopXSort",1000,0.0199999999895226,1,0.0100000000000193,0,NA,NA,77
"309","List-Rcpp-TopXSort",1000,0.0200000000040745,1,0.00999999999999091,0,NA,NA,78
"310","R6-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,78
"311","S3-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,78
"312","S4-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,78
"313","List-Rcpp-TopXSort",1000,0.0100000000093132,1,0.0200000000000102,0,NA,NA,79
"314","R6-Rcpp-TopXSort",1000,0.0300000000133878,3,0.0300000000000011,0,NA,NA,79
"315","S3-Rcpp-TopXSort",1000,0.0300000000133878,3,0.0300000000000011,0,NA,NA,79
"316","S4-Rcpp-TopXSort",1000,0.0300000000133878,3,0.0300000000000011,0,NA,NA,79
"317","List-Rcpp-TopXSort",1000,0.00999999999476131,1,0.00999999999999091,0,NA,NA,80
"318","R6-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,80
"319","S3-Rcpp-TopXSort",1000,0.00999999999476131,1,0.00999999999999091,0,NA,NA,80
"320","S4-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,80
"321","List-Rcpp-TopXSort",1000,0.0300000000133878,1.5,0.0300000000000011,0,NA,NA,81
"322","R6-Rcpp-TopXSort",1000,0.0400000000081491,2,0.0499999999999829,0,NA,NA,81
"323","S3-Rcpp-TopXSort",1000,0.0300000000133878,1.5,0.0300000000000011,0,NA,NA,81
"324","S4-Rcpp-TopXSort",1000,0.0200000000040745,1,0.0100000000000193,0,NA,NA,81
"325","List-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,82
"326","R6-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,82
"327","S3-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,82
"328","S4-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,82
"329","List-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,83
"330","R6-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,83
"331","S3-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,83
"332","S4-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,83
"333","List-Rcpp-TopXSort",1000,0.0100000000093132,1,0.0200000000000102,0,NA,NA,84
"334","R6-Rcpp-TopXSort",1000,0.0500000000029104,5,0.039999999999992,0,NA,NA,84
"335","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,84
"336","S4-Rcpp-TopXSort",1000,0.0100000000093132,1,0.0200000000000102,0,NA,NA,84
"337","List-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,85
"338","R6-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,85
"339","S3-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,85
"340","S4-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,85
"341","List-Rcpp-TopXSort",1000,0.0100000000093132,1,0.0199999999999818,0,NA,NA,86
"342","R6-Rcpp-TopXSort",1000,0.0300000000133878,3,0.0300000000000011,0,NA,NA,86
"343","S3-Rcpp-TopXSort",1000,0.0300000000133878,3,0.0300000000000011,0,NA,NA,86
"344","S4-Rcpp-TopXSort",1000,0.0300000000133878,3,0.0300000000000011,0,NA,NA,86
"345","List-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,87
"346","R6-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,87
"347","S3-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,87
"348","S4-Rcpp-TopXSort",1000,0.0199999999895226,1,0.0100000000000193,0,NA,NA,87
"349","List-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,88
"350","R6-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,88
"351","S3-Rcpp-TopXSort",1000,0.0200000000040745,1,0.00999999999999091,0,NA,NA,88
"352","S4-Rcpp-TopXSort",1000,0.0200000000040745,1,0.00999999999999091,0,NA,NA,88
"353","List-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,89
"354","R6-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,89
"355","S3-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,89
"356","S4-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,89
"357","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.039999999999992,0,NA,NA,90
"358","R6-Rcpp-TopXSort",1000,0.0299999999988358,3,0.039999999999992,0,NA,NA,90
"359","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.039999999999992,0,NA,NA,90
"360","S4-Rcpp-TopXSort",1000,0.00999999999476131,1,0.0199999999999818,0,NA,NA,90
"361","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,91
"362","R6-Rcpp-TopXSort",1000,0.0399999999935972,4,0.0300000000000011,0,NA,NA,91
"363","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,91
"364","S4-Rcpp-TopXSort",1000,0.0100000000093132,1,0.0199999999999818,0.0100000000000016,NA,NA,91
"365","List-Rcpp-TopXSort",1000,0.0200000000040745,1,0.0200000000000102,0,NA,NA,92
"366","R6-Rcpp-TopXSort",1000,0.0300000000133878,1.5,0.0300000000000011,0,NA,NA,92
"367","S3-Rcpp-TopXSort",1000,0.0200000000040745,1,0.0200000000000102,0,NA,NA,92
"368","S4-Rcpp-TopXSort",1000,0.0200000000040745,1,0.00999999999999091,0,NA,NA,92
"369","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,93
"370","R6-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,93
"371","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,93
"372","S4-Rcpp-TopXSort",1000,0.00999999999476131,1,0.00999999999999091,0,NA,NA,93
"373","List-Rcpp-TopXSort",1000,0.0500000000029104,1.25,0.0500000000000114,0,NA,NA,94
"374","R6-Rcpp-TopXSort",1000,0.0399999999935972,1,0.0300000000000011,0,NA,NA,94
"375","S3-Rcpp-TopXSort",1000,0.0499999999883585,1.25,0.0300000000000011,0.00999999999999801,NA,NA,94
"376","S4-Rcpp-TopXSort",1000,0.0399999999935972,1,0.0300000000000011,0,NA,NA,94
"377","List-Rcpp-TopXSort",1000,0.0299999999988358,1,0.039999999999992,0,NA,NA,95
"378","R6-Rcpp-TopXSort",1000,0.0299999999988358,1,0.039999999999992,0,NA,NA,95
"379","S3-Rcpp-TopXSort",1000,0.0299999999988358,1,0.039999999999992,0,NA,NA,95
"380","S4-Rcpp-TopXSort",1000,0.0299999999988358,1,0.039999999999992,0,NA,NA,95
"381","List-Rcpp-TopXSort",1000,0.0399999999935972,1,0.0300000000000011,0,NA,NA,96
"382","R6-Rcpp-TopXSort",1000,0.0399999999935972,1,0.0300000000000011,0,NA,NA,96
"383","S3-Rcpp-TopXSort",1000,0.0399999999935972,1,0.0300000000000011,0,NA,NA,96
"384","S4-Rcpp-TopXSort",1000,0.0399999999935972,1,0.0300000000000011,0,NA,NA,96
"385","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,97
"386","R6-Rcpp-TopXSort",1000,0.0500000000029104,5,0.039999999999992,0,NA,NA,97
"387","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,97
"388","S4-Rcpp-TopXSort",1000,0.00999999999476131,1,0.0200000000000102,0,NA,NA,97
"389","List-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,98
"390","R6-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,98
"391","S3-Rcpp-TopXSort",1000,0.0299999999988358,3,0.0300000000000011,0,NA,NA,98
"392","S4-Rcpp-TopXSort",1000,0.0100000000093132,1,0.0100000000000193,0,NA,NA,98
"393","List-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,99
"394","R6-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,99
"395","S3-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,99
"396","S4-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,99
"397","List-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,100
"398","R6-Rcpp-TopXSort",1000,0.0399999999935972,2,0.0300000000000011,0,NA,NA,100
"399","S3-Rcpp-TopXSort",1000,0.0299999999988358,1.5,0.0300000000000011,0,NA,NA,100
"400","S4-Rcpp-TopXSort",1000,0.0199999999895226,1,0.0200000000000102,0,NA,NA,100
