"","word","freq","start","all","real"
"1","ciudad","0.0130326627730911","1","4","3"
"2","vida","0.0116807268007787","5","4","4"
"3","manana","0.0103828682673589","9","4","3"
"4","historia","0.00784122863941164","13","2","2"
"5","región","0.00670560242266926","15","3","3"
"6","tarde","0.00665152498377677","18","3","3"
"7","universidad","0.00654337010599178","21","1","1"
"8","comunidad","0.00654337010599178","22","2","2"
"9","ley","0.00643521522820679","24","3","3"
"10","que","0.0063811377893143","27","2","1"
"11","#leysinde","0.00102747133895739","29","0","0"
"12","academia","0.00189271036123729","29","1","1"
"13","acb","0.000486696950032446","30","0","0"
"14","acción","0.000486696950032446","30","0","0"
"15","actividad","0.00216309755569976","30","0","0"
"16","actuación","0.000594851827817435","30","0","0"
"17","actual","0.000757084144494917","30","0","0"
"18","actualidad","0.000486696950032446","30","0","0"
"19","administración","0.00302833657797967","30","0","0"
"20","agencia","0.00189271036123729","30","0","0"
"21","agresión","0.00054077438892494","30","0","0"
"22","agrupación","0.000919316461172399","30","0","0"
"23","alegría","0.000432619511139952","30","0","0"
"24","alianza","0.000594851827817435","30","0","0"
"25","alta","0.000486696950032446","30","0","0"
"26","amistad","0.000486696950032446","30","0","0"
"27","antigua","0.000973393900064893","30","0","0"
"28","antártida","0.000432619511139952","30","0","0"
"29","aplicación","0.000648929266709929","30","0","0"
"30","asamblea","0.000919316461172399","30","0","0"
"31","asociación","0.00535366645035691","30","1","1"
"32","audiencia","0.00308241401687216","31","2","2"
"33","autonomía","0.000432619511139952","33","0","0"
"34","autopista","0.000432619511139952","33","0","0"
"35","autoridad","0.00113562621674238","33","0","0"
"36","autovía","0.00054077438892494","33","0","0"
"37","avenida","0.00113562621674238","33","1","1"
"38","banca","0.00054077438892494","34","0","0"
"39","banda","0.00292018170019468","34","1","1"
"40","bandera","0.000486696950032446","35","0","0"
"41","basura","0.000703006705602423","35","0","0"
"42","batalla","0.000486696950032446","35","0","0"
"43","biblia","0.00151416828898983","35","0","0"
"44","biblioteca","0.000703006705602423","35","0","0"
"45","boda","0.000486696950032446","35","0","0"
"46","bolsa","0.000486696950032446","35","0","0"
"47","buena","0.000648929266709929","35","0","0"
"48","cabeza","0.00189271036123729","35","0","0"
"49","cadena","0.00151416828898983","35","0","0"
"50","caja","0.00118970365563487","35","0","0"
"51","calidad","0.00124378109452736","35","1","1"
"52","calle","0.00427211767250703","36","1","0"
"53","cama","0.00151416828898983","37","0","0"
"54","campana","0.00173047804455981","37","0","0"
"55","canción","0.00054077438892494","37","0","0"
"56","candidatura","0.000757084144494917","37","0","0"
"57","cantidad","0.000648929266709929","37","1","1"
"58","capacidad","0.000865239022279905","38","1","1"
"59","capital","0.00383949816136708","39","1","1"
"60","cara","0.000703006705602423","40","0","0"
"61","caridad","0.000486696950032446","40","0","0"
"62","carrera","0.00146009085009734","40","0","0"
"63","carretera","0.00102747133895739","40","0","0"
"64","carta","0.00054077438892494","40","0","0"
"65","casa","0.00589444083928185","40","2","2"
"66","catedral","0.000648929266709929","42","0","0"
"67","categoría","0.000757084144494917","42","0","0"
"68","causa","0.000594851827817435","42","0","0"
"69","caza","0.000432619511139952","42","0","0"
"70","caída","0.000703006705602423","42","0","0"
"71","celebración","0.000594851827817435","42","0","0"
"72","cena","0.000919316461172399","42","0","0"
"73","central","0.000486696950032446","42","0","0"
"74","champions","0.000757084144494917","42","0","0"
"75","cia","0.000432619511139952","42","0","0"
"76","ciencia","0.00297425913908717","42","1","1"
"77","cinta","0.000486696950032446","43","0","0"
"78","cita","0.000486696950032446","43","0","0"
"79","ciudadanía","0.000594851827817435","43","0","0"
"80","clase","0.00167640060566732","43","0","0"
"81","clasificación","0.000703006705602423","43","0","0"
"82","clínica","0.000432619511139952","43","0","0"
"83","coalición","0.000811161583387411","43","0","0"
"84","cocina","0.00108154877784988","43","0","0"
"85","cofradía","0.000757084144494917","43","0","0"
"86","colaboración","0.000432619511139952","43","0","0"
"87","colección","0.00054077438892494","43","0","0"
"88","comarca","0.00156824572788233","43","0","0"
"89","comida","0.000865239022279905","43","0","0"
"90","comisión","0.00432619511139952","43","2","2"
"91","companía","0.00292018170019468","45","1","1"
"92","competencia","0.000811161583387411","46","0","0"
"93","competición","0.00124378109452736","46","0","0"
"94","compra","0.00135193597231235","46","1","1"
"95","comunicación","0.000811161583387411","47","0","0"
"96","comunitat","0.00297425913908717","47","1","1"
"97","concesión","0.000432619511139952","48","0","0"
"98","conciencia","0.000757084144494917","48","0","0"
"99","confederación","0.000703006705602423","48","0","0"
"100","conferencia","0.00124378109452736","48","0","0"
"101","congregación","0.000486696950032446","48","0","0"
