"","word","freq"
"739","of","1"
"740","we","1"
"741","shape","1"
"742","chapel","1"
"743","are","1"
"744","<>","1"
"745","get","1"
"746","the","1"
"747","do","1"
"748","<>","1"
"749","i","1"
"750","as","1"
"751","mention","0.285714285714286"
"752","twitter","1"
"753","you","0.666666666666667"
"754","are","0.222222222222222"
"755","of","1"
"756","the","1"
"757","<>","1"
"758","<>","1"
"759","ask","1"
"760","who","1"
"761","<>","1"
"762","<>","0.666666666666667"
"763","<>","0.6"
"764","them","1"
"765","the","0.5"
"766","and","1"
"767","who","1"
"768","to","1"
"769","time","1"
"770","<>","0.4"
"771","follow","0.230769230769231"
"772","retweet","0.153846153846154"
"773","#ff","0.153846153846154"
"774","<>","0.153846153846154"
"775","support","0.5"
"776","who","0.6"
"777","for","0.666666666666667"
"778","and","0.103448275862069"
"779","back","0.0689655172413793"
"780","<>","0.172413793103448"
"781","out","1"
"782","and","0.272727272727273"
"783","the","0.555555555555556"
"784","<>","0.666666666666667"
"785","know","1"
"786","hire","1"
"787","good","0.666666666666667"
"788","the","1"
"789","you","0.625"
"790","your","0.25"
"791","<>","1"
"792","<>","1"
"793","to","1"
"794","for","1"
"795","<>","0.666666666666667"
"796","<>","0.285714285714286"
"797","important","1"
"798","murders","1"
"799","<>","0.666666666666667"
"800","a","1"
"801","is","1"
"802","<>","1"
"803","proof","1"
"804","of","1"
"805","to","0.5"
"806","things","0.4"
"807","of","1"
"808","<>","0.666666666666667"
"809","<>","1"
"810","a","1"
"811","<>","1"
"812","my","0.4"
"813","the","0.4"
"814","be","1"
"815","<>","1"
"816","a","1"
"817","<>","1"
"818","to","1"
"819","the","1"
"820","a","0.666666666666667"
"821","nights","1"
"822","mean","1"
"823","be","1"
"824","day","1"
"825","<>","1"
"826","going","0.666666666666667"
"827","am","1"
"828","a","1"
"829","<>","1"
"830","what","0.4"
"831","while","1"
"832","the","0.5"
"833","days","0.666666666666667"
"834","walk","1"
"835","for","1"
"836","taught","1"
"837","the","1"
"838","prison","1"
"839","the","0.666666666666667"
"840","up","0.75"
"841","need","0.666666666666667"
"842","can","1"
"843","are","1"
"844","<>","1"
"845","image","0.666666666666667"
"846","you","1"
"847","nap","1"
"848","<>","1"
"849","a","1"
"850","it","0.5"
"851","be","1"
"852","a","1"
"853","most","0.75"
"854","and","0.666666666666667"
"855","zoo","1"
"856","showed","1"
"857","saturday","1"
"858","to","1"
"859","do","0.6"
"860","<>","1"
"861","word","1"
"862","go","1"
"863","see","1"
"864","a","1"
"865","the","1"
"866","a","1"
"867","was","1"
"868","to","1"
"869","<>","0.666666666666667"
"870","had","1"
"871","exactly","1"
"872","to","1"
"873","the","0.666666666666667"
"874","<>","0.5"
"875","kid","0.666666666666667"
"876","the","0.0952380952380952"
"877","<>","1"
"878","a","1"
"879","<>","1"
"880","understand","1"
"881","<>","1"
"882","<>","0.666666666666667"
"883","a","1"
"884","<>","1"
"885","the","1"
"886","for","1"
"887","<>","0.666666666666667"
"888","contract","1"
"889","a","0.285714285714286"
"890","<>","0.285714285714286"
"891","and","0.142857142857143"
"892","<>","0.357142857142857"
"893","of","1"
"894","a","0.6"
"895","<>","0.4"
"896","to","0.153846153846154"
"897","and","0.153846153846154"
"898","<>","1"
"899","and","0.666666666666667"
"900","disabilities","1"
"901","and","0.5"
"902","<>","1"
"903","<>","0.666666666666667"
"904","a","0.105263157894737"
"905","<>","0.263157894736842"
"906","to","1"
"907","do","0.666666666666667"
"908","have","1"
"909","hear","0.5"
"910","the","1"
"911","you","0.666666666666667"
"912","build","1"
"913","x","0.5"
"914","big","1"
"915","a","1"
"916","how","1"
"917","of","0.0952380952380952"
"918","is","0.0714285714285714"
"919","hit","0.0476190476190476"
"920","and","0.0476190476190476"
"921","<>","0.19047619047619"
"922","of","0.75"
"923","and","0.117647058823529"
"924","<>","0.352941176470588"
"925","to","0.5"
"926","you","0.666666666666667"
"927","<>","0.5"
"928","attorney","1"
"929","salad","1"
"930","<>","1"
"931","<>","1"
"932","<>","0.666666666666667"
"933","it","1"
"934","<>","0.666666666666667"
"935","them","1"
"936","the","0.173913043478261"
"937","our","0.0869565217391304"
"938","<>","0.130434782608696"
"939","other","0.1"
"940","<>","0.4"
"941","the","0.333333333333333"
"942","their","0.111111111111111"
"943","<>","0.25"
"944","<>","0.363636363636364"
"945","<>","0.333333333333333"
"946","the","1"
"947","the","0.4"
"948","on","0.666666666666667"
"949","and","0.0947368421052632"
"950","of","0.0421052631578947"
"951","in","0.0421052631578947"
"952","to","0.0421052631578947"
"953","who","0.0315789473684211"
"954","will","0.0210526315789474"
"955","had","0.0210526315789474"
"956","<>","0.147368421052632"
"957","a","0.666666666666667"
"958","<>","1"
"959","<>","0.666666666666667"
"960","the","1"
"961","the","0.272727272727273"
"962","a","0.0909090909090909"
"963","<>","0.0909090909090909"
"964","<>","0.333333333333333"
"965","<>","0.4"
"966","of","0.15625"
"967","and","0.15625"
"968","<>","0.125"
"969","and","0.0731707317073171"
"970","among","0.0487804878048781"
"971","<>","0.24390243902439"
"972","plus","1"
"973","<>","0.333333333333333"
"974","<>","0.4"
"975","the","0.4"
"976","school","1"
"977","be","1"
"978","and","0.114285714285714"
"979","<>","0.171428571428571"
"980","of","1"
"981","of","1"
"982","states","1"
"983","and","0.0909090909090909"
"984","of","0.0909090909090909"
"985","river","0.0681818181818182"
"986","for","0.0454545454545455"
"987","<>","0.136363636363636"
"988","<>","0.125"
"989","<>","0.5"
"990","black","0.0869565217391304"
"991","and","0.0869565217391304"
"992","<>","0.173913043478261"
"993","<>","0.0952380952380952"
"994","<>","0.25"
"995","<>","0.666666666666667"
"996","<>","0.666666666666667"
"997","<>","1"
"998","and","1"
"999","<>","1"
"1000","<>","0.384615384615385"
"1001","the","0.428571428571429"
"1002","<>","0.6"
"1003","<>","0.5"
"1004","a","0.666666666666667"
"1005","<>","1"
"1006","and","0.1875"
"1007","<>","0.1875"
"1008","time","0.6"
"1009","of","1"
"1010","and","0.15"
"1011","<>","0.2"
"1012","<>","1"
"1013","of","1"
"1014","<>","0.75"
"1015","i","0.166666666666667"
"1016","<>","0.166666666666667"
"1017","<>","0.285714285714286"
"1018","<>","1"
"1019","the","0.6"
"1020","<>","1"
"1021","<>","1"
"1022","be","0.666666666666667"
"1023","don't","1"
"1024","a","1"
"1025","side","0.5"
"1026","hand","0.333333333333333"
"1027","for","1"
"1028","<>","1"
"1029","of","0.19047619047619"
"1030","and","0.0952380952380952"
"1031","<>","0.0952380952380952"
"1032","<>","0.2"
"1033","<>","0.666666666666667"
"1034","in","0.105263157894737"
"1035","<>","0.4"
"1036","<>","1"
"1037","<>","0.4"
"1038","<>","1"
"1039","<>","0.333333333333333"
"1040","and","1"
"1041","<>","0.666666666666667"
"1042","<>","0.666666666666667"
"1043","of","1"
"1044","the","1"
"1045","a","0.230769230769231"
"1046","we","0.4"
"1047","the","1"
"1048","an","0.666666666666667"
"1049","he","1"
"1050","of","1"
"1051","of","0.230769230769231"
"1052","<>","1"
"1053","to","1"
"1054","was","0.666666666666667"
"1055","that","1"
"1056","<>","0.333333333333333"
"1057","<>","0.5"
"1058","<>","0.266666666666667"
"1059","to","1"
"1060","<>","1"
"1061","<>","0.210526315789474"
"1062","world","1"
"1063","orlando","1"
"1064","<>","0.5"
"1065","of","0.666666666666667"
"1066","with","1"
"1067","its","1"
"1068","is","1"
"1069","off","1"
"1070","<>","1"
"1071","you","0.666666666666667"
"1072","a","1"
"1073","fan","0.666666666666667"
"1074","to","1"
"1075","the","1"
"1076","we","1"
"1077","<>","0.8"
"1078","<>","0.5"
"1079","anchor","0.666666666666667"
"1080","<>","0.333333333333333"
"1081","<>","0.666666666666667"
"1082","or","0.142857142857143"
"1083","<>","0.285714285714286"
"1084","<>","0.666666666666667"
"1085","statement","0.5"
"1086","interview","1"
"1087","<>","1"
"1088","<>","0.666666666666667"
"1089","<>","1"
"1090","of","1"
"1091","she","1"
"1092","can","1"
"1093","be","1"
"1094","heard","1"
"1095","see","1"
"1096","<>","0.5"
"1097","<>","1"
"1098","follow","0.6"
"1099","many","1"
"1100","be","1"
"1101","of","1"
"1102","was","1"
"1103","out","1"
"1104","of","1"
"1105","<>","1"
"1106","<>","0.666666666666667"
"1107","to","1"
"1108","by","0.666666666666667"
"1109","by","1"
"1110","in","1"
"1111","<>","1"
"1112","<>","1"
"1113","<>","0.214285714285714"
"1114","of","1"
"1115","and","0.272727272727273"
"1116","<>","0.272727272727273"
"1117","<>","0.6"
"1118","<>","1"
"1119","i","0.333333333333333"
"1120","<>","0.5"
"1121","<>","0.1875"
"1122","is","1"
"1123","<>","0.48"
"1124","bit","0.181818181818182"
"1125","<>","0.272727272727273"
"1126","just","0.4"
"1127","<>","1"
"1128","<>","1"
"1129","cheese","1"
"1130","on","0.0258620689655172"
"1131","to","0.0258620689655172"
"1132","of","0.0258620689655172"
"1133","that","0.0258620689655172"
"1134","and","0.0258620689655172"
"1135","the","0.0258620689655172"
"1136","in","0.0172413793103448"
"1137","will","0.0172413793103448"
"1138","for","0.0172413793103448"
"1139","are","0.0172413793103448"
"1140","<>","0.310344827586207"
"1141","<>","0.258064516129032"
"1142","<>","0.307692307692308"
"1143","and","0.2"
"1144","<>","0.3"
"1145","of","1"
"1146","said","1"
"1147","of","0.0588235294117647"
"1148","<>","0.294117647058824"
"1149","<>","0.166666666666667"
"1150","and","0.0625"
"1151","<>","0.28125"
"1152","us","0.166666666666667"
"1153","<>","0.416666666666667"
"1154","<>","0.6"
"1155","report","0.666666666666667"
"1156","to","1"
"1157","it","0.230769230769231"
"1158","as","0.153846153846154"
"1159","<>","0.153846153846154"
"1160","<>","0.666666666666667"
"1161","to","1"
"1162","to","1"
"1163","to","0.222222222222222"
"1164","<>","0.222222222222222"
"1165","<>","0.666666666666667"
"1166","<>","0.307692307692308"
"1167","<>","1"
"1168","that","0.181818181818182"
"1169","<>","0.181818181818182"
"1170","<>","0.5"
"1171","<>","0.333333333333333"
"1172","as","0.666666666666667"
"1173","<>","0.153846153846154"
"1174","<>","0.5"
"1175","<>","1"
"1176","the","0.333333333333333"
"1177","<>","0.5"
"1178","<>","1"
"1179","named","0.666666666666667"
"1180","<>","0.4"
"1181","me","1"
"1182","been","1"
"1183","the","0.666666666666667"
"1184","<>","1"
"1185","<>","0.166666666666667"
"1186","the","1"
"1187","<>","1"
"1188","sharing","1"
"1189","<>","1"
"1190","<>","0.5"
"1191","good","0.333333333333333"
"1192","the","0.375"
"1193","why","0.4"
"1194","<>","0.25"
"1195","<>","0.5"
"1196","<>","0.333333333333333"
"1197","woo","1"
"1198","be","1"
"1199","the","0.0746268656716418"
"1200","a","0.0447761194029851"
"1201","more","0.0447761194029851"
"1202","<>","0.462686567164179"
"1203","<>","0.235294117647059"
"1204","a","0.111111111111111"
"1205","my","0.111111111111111"
"1206","<>","0.111111111111111"
"1207","a","0.111111111111111"
"1208","the","0.111111111111111"
"1209","<>","0.111111111111111"
"1210","<>","0.1875"
"1211","an","0.142857142857143"
"1212","the","0.142857142857143"
"1213","<>","0.142857142857143"
"1214","<>","0.307692307692308"
"1215","the","0.166666666666667"
"1216","<>","0.416666666666667"
"1217","the","0.2"
"1218","will","0.2"
"1219","<>","0.5"
"1220","and","1"
"1221","<>","1"
"1222","love","0.25"
"1223","the","0.5"
"1224","<>","0.444444444444444"
"1225","my","1"
"1226","<>","0.5"
"1227","in","0.333333333333333"
"1228","the","1"
"1229","<>","0.285714285714286"
"1230","<>","0.5"
"1231","and","0.0935960591133005"
"1232","the","0.0591133004926108"
"1233","on","0.0197044334975369"
"1234","a","0.0197044334975369"
"1235","or","0.0147783251231527"
"1236","for","0.0147783251231527"
"1237","at","0.00985221674876847"
"1238","i","0.00985221674876847"
"1239","with","0.00985221674876847"
"1240","my","0.00985221674876847"
"1241","all","0.00985221674876847"
"1242","is","0.00985221674876847"
"1243","that","0.00985221674876847"
"1244","to","0.00985221674876847"
"1245","<>","0.315270935960591"
