"","test","replications","elapsed","relative","user.self","sys.self","user.child","sys.child","round"
"94","S3-Order",1000,0.230000000001382,23,0.240000000000009,0,NA,NA,9
"95","S3-Rcpp-TopXSort",1000,0.0300000000006548,3,0.0300000000000011,0,NA,NA,9
"96","S3-TopXSort",1000,0.230000000001382,23,0.22999999999999,0,NA,NA,9
"97","S4-Order",1000,0.159999999999854,16,0.150000000000006,0,NA,NA,9
"98","S4-Rcpp-TopXSort",1000,0.0100000000002183,1,0.0200000000000102,0,NA,NA,9
"99","S4-TopXSort",1000,0.1299999999992,13,0.110000000000014,0.019999999999996,NA,NA,9
"100","List-Order",1000,0.170000000000073,5.667,0.169999999999987,0,NA,NA,10
"101","List-Rcpp-TopXSort",1000,0.0299999999988358,1,0.039999999999992,0,NA,NA,10
"102","List-TopXSort",1000,0.159999999999854,5.333,0.159999999999997,0,NA,NA,10
"103","R5-Order",1000,1.23999999999978,41.333,1.22999999999999,0,NA,NA,10
"104","R5-TopXSort",1000,1.23000000000138,41,1.23999999999998,0,NA,NA,10
"105","S3-Order",1000,0.25,8.333,0.25,0,NA,NA,10
"106","S3-Rcpp-TopXSort",1000,0.0300000000006548,1,0.0300000000000011,0,NA,NA,10
"107","S3-TopXSort",1000,0.280000000000655,9.333,0.280000000000001,0,NA,NA,10
"108","S4-Order",1000,0.149999999999636,5,0.159999999999997,0,NA,NA,10
"109","S4-Rcpp-TopXSort",1000,0.0299999999988358,1,0.0300000000000011,0,NA,NA,10
"110","S4-TopXSort",1000,0.1299999999992,4.333,0.110000000000014,0.0200000000000031,NA,NA,10
