"","test","mean"
"1","List-Order",0.154999999999927
"2","List-Rcpp-TopXSort",0.0279999999998836
"3","List-TopXSort",0.133999999999833
"4","R5-Order",1.16100000000024
"5","R5-TopXSort",1.20700000000015
"6","S3-Order",0.243000000000029
"7","S3-Rcpp-TopXSort",0.0299999999999272
"8","S3-TopXSort",0.242000000000189
"9","S4-Order",0.157999999999993
"10","S4-Rcpp-TopXSort",0.0289999999999054
"11","S4-TopXSort",0.129999999999745
