"","word","freq","start","all","real"
"1","se","0.0220171941977746","1","54","53"
"2","na","0.0208681567724196","55","40","39"
"3","to","0.0181529626138316","95","56","55"
"4","v","0.0172429632887114","151","53","52"
"5","je","0.0149636109121546","204","43","42"
"6","ûe","0.0111298577745074","247","29","28"
"7","jsem","0.00907212724315922","276","22","21"
"8","ale","0.00784253963830792","298","26","25"
"9","s","0.00748855425489995","324","8","7"
"10","si","0.00742063086029769","332","16","15"
"11","#android","1.43684103966334e-05","348","0","0"
"12","#angrybirds","3.48325100524447e-06","348","0","0"
"13","#apple","5.2248765078667e-06","348","0","0"
"14","#barcampcz","1.04497530157334e-05","348","0","0"
"15","#barcampov","2.61243825393335e-06","348","0","0"
"16","#brno","3.04784462958891e-06","348","0","0"
"17","#chrome","6.53109563483338e-06","348","0","0"
"18","#cvut","3.04784462958891e-06","348","0","0"
"19","#digit","3.04784462958891e-06","348","0","0"
"20","#dobre_rano","1.17559721427001e-05","348","0","0"
"21","#dobrerano","3.04784462958891e-06","348","0","0"
"22","#dobrou_noc","4.35406375655559e-06","348","0","0"
"23","#drunktweet","2.61243825393335e-06","348","0","0"
"24","#facebook","9.57894026442229e-06","348","0","0"
"25","#fail","2.26411315340891e-05","348","0","0"
"26","#fb","1.17559721427001e-05","348","0","0"
"27","#febiofest","2.61243825393335e-06","348","0","0"
"28","#ff","8.70812751311117e-06","348","0","0"
"29","#ffcz","8.70812751311117e-06","348","0","0"
"30","#firefox","4.78947013221115e-06","348","0","0"
"31","#followfriday","2.17703187827779e-06","348","0","0"
"32","#fotbal","2.17703187827779e-06","348","0","0"
"33","#foursquare","2.17703187827779e-06","348","0","0"
"34","#gddcz","3.91865738090003e-06","348","0","0"
"35","#gmail","2.17703187827779e-06","348","0","0"
"36","#google","1.82870677775335e-05","348","0","0"
"37","#googleplus","1.65454422749112e-05","348","0","0"
"38","#gowalla","3.48325100524447e-06","348","0","0"
"39","#gpivo","8.27272113745562e-06","348","0","0"
"40","#gugtv","3.91865738090003e-06","348","0","0"
"41","#hanacketweet","5.2248765078667e-06","348","0","0"
"42","#hokej","2.17703187827779e-06","348","0","0"
"43","#htc","2.61243825393335e-06","348","0","0"
"44","#htczapolovic","3.48325100524447e-06","348","0","0"
"45","#inception","2.61243825393335e-06","348","0","0"
"46","#ipad","3.91865738090003e-06","348","0","0"
"47","#iphone","9.14353388876673e-06","348","0","0"
"48","#kindle","6.09568925917782e-06","348","0","0"
"49","#kviff","1.00143466400779e-05","348","0","0"
"50","#kvpijatika","3.04784462958891e-06","348","0","0"
"51","#limerik","2.17703187827779e-06","348","0","0"
"52","#linux","3.48325100524447e-06","348","0","0"
"53","#lol","2.61243825393335e-06","348","0","0"
"54","#maturita","2.17703187827779e-06","348","0","0"
"55","#mhd","2.17703187827779e-06","348","0","0"
"56","#microsoft","3.04784462958891e-06","348","0","0"
"57","#mshokej","3.48325100524447e-06","348","0","0"
"58","#muzejninoc","4.78947013221115e-06","348","0","0"
"59","#nette","6.53109563483338e-06","348","0","0"
"60","#nettefw","3.04784462958891e-06","348","0","0"
"61","#newtwitter","6.09568925917782e-06","348","0","0"
"62","#ostrava","3.48325100524447e-06","348","0","0"
"63","#ovasraz","3.91865738090003e-06","348","0","0"
"64","#php","2.17703187827779e-06","348","0","0"
"65","#pivo","2.61243825393335e-06","348","0","0"
"66","#pivopopraci","2.61243825393335e-06","348","0","0"
"67","#posexu","5.2248765078667e-06","348","0","0"
"68","#posobota","2.17703187827779e-06","348","0","0"
"69","#praha","2.61243825393335e-06","348","0","0"
"70","#qiz","2.17703187827779e-06","348","0","0"
"71","#revizori","2.17703187827779e-06","348","0","0"
"72","#rfp","6.09568925917782e-06","348","0","0"
"73","#scitani","3.04784462958891e-06","348","0","0"
"74","#skype","4.35406375655559e-06","348","0","0"
"75","#stavka","1.13205657670445e-05","348","0","0"
"76","#steam","2.17703187827779e-06","348","0","0"
"77","#superstar","4.78947013221115e-06","348","0","0"
"78","#tbbt","3.48325100524447e-06","348","0","0"
"79","#titulky","1.30621912696668e-05","348","0","0"
"80","#twidaq","9.57894026442229e-06","348","0","0"
"81","#twitter","1.04497530157334e-05","348","0","0"
"82","#tydenzive","3.48325100524447e-06","348","0","0"
"83","#ubuntu","7.83731476180006e-06","348","0","0"
"84","#unity","2.17703187827779e-06","348","0","0"
"85","#vf_htc","3.04784462958891e-06","348","0","0"
"86","#vodafone","2.17703187827779e-06","348","0","0"
"87","#waze","2.17703187827779e-06","348","0","0"
"88","#webexpo","1.56746295236001e-05","348","0","0"
"89","#wtf","3.48325100524447e-06","348","0","0"
"90","#wwdc","2.61243825393335e-06","348","0","0"
"91","-co","2.17703187827779e-06","348","0","0"
"92","-d","0.000535985248431993","348","0","0"
"93","-dd","4.35406375655559e-06","348","0","0"
"94","-kË","5.66028288352226e-06","348","0","0"
"95","-o","1.91578805288446e-05","348","0","0"
"96","-p","5.83444543378449e-05","348","0","0"
"97","-s","3.04784462958891e-06","348","0","0"
"98","-x","3.04784462958891e-06","348","0","0"
"99","__","3.91865738090003e-06","348","0","0"
"100","a","2.61243825393335e-06","348","70","69"
"101","a.s","6.53109563483338e-06","418","0","0"
