"","word","freq"
"216","words","0.75"
"217","came","0.5"
"218","the","0.5"
"219","of","0.891891891891892"
"220","of","1"
"221","when","0.8"
"222","time","0.333333333333333"
"223","the","0.333333333333333"
"224","be","0.782608695652174"
"225","time","0.571428571428571"
"226","what","0.275862068965517"
"227","a","0.424242424242424"
"228","to","1"
"229","a","0.244897959183673"
"230","most","0.147540983606557"
"231","of","0.8"
"232","to","1"
"233","be","0.6"
"234","about","1"
"235","to","1"
"236","of","0.216666666666667"
"237","to","0.727272727272727"
"238","kid","0.384615384615385"
"239","the","0.0769230769230769"
"240","time","1"
"241","to","1"
"242","the","0.888888888888889"
"243","x","0.875"
"244","<>","0.270833333333333"
"245","and","0.0662251655629139"
"246","<>","0.0860927152317881"
"247","the","0.285714285714286"
"248","<>","0.310344827586207"
