"","test","mean"
"1","List-Order",0.142000000000189
"2","List-TopXSort",0.134000000000015
"3","R5-Order",1.16599999999999
"4","R5-TopXSort",1.16700000000019
"5","S3-Order",0.246999999999389
"6","S3-TopXSort",0.238999999999942
"7","S4-Order",0.145999999999913
"8","S4-TopXSort",0.132999999999811
