"","test","mean"
"1","List-Order",0.144000000000051
"2","List-TopXSort",0.263000000000056
"3","S3-Order",0.233999999999924
"4","S3-TopXSort",0.522999999999956
"5","S4-Order",0.146000000000095
"6","S4-TopXSort",0.253000000000111
